Region,Level,Latitude,Longitude,Outcome,Prevention,OutcomePrevalence,PredictionAccuracyScore,PreventionPrevalence,PreventionRank,PreventionCalculationLevel,PreventionScore
Anaheim,City,33.8389077,-117.8576135,COPD,Physical Inactivity,5.2,0.901400731,21.7,4,State,0
Anaheim,City,33.8389077,-117.8576135,COPD,Health Insurance,5.2,0.901400731,17,5,State,0
Anaheim,City,33.8389077,-117.8576135,Diabetes,Taking BP Medication,10,0.934231335,67.2,1,State,0
Anaheim,City,33.8389077,-117.8576135,Diabetes,Dental Visit,10,0.934231335,60.4,2,State,0
Anaheim,City,33.8389077,-117.8576135,Diabetes,Cholesterol Screening,10,0.934231335,70.3,3,State,0
Anaheim,City,33.8389077,-117.8576135,Diabetes,Physical Inactivity,10,0.934231335,21.7,4,State,0
Anaheim,City,33.8389077,-117.8576135,Diabetes,Current Smoking,10,0.934231335,14.2,5,State,0
Anaheim,City,33.8389077,-117.8576135,High Cholesterol,Taking BP Medication,33.4,0.930340498,67.2,1,State,0
Anaheim,City,33.8389077,-117.8576135,High Cholesterol,Annual Checkup,33.4,0.930340498,63.8,2,State,0
Anaheim,City,33.8389077,-117.8576135,High Cholesterol,Physical Inactivity,33.4,0.930340498,21.7,3,State,0
Anaheim,City,33.8389077,-117.8576135,High Cholesterol,Cholesterol Screening,33.4,0.930340498,70.3,4,State,0
Anaheim,City,33.8389077,-117.8576135,High Cholesterol,Health Insurance,33.4,0.930340498,17,5,State,0
Anaheim,City,33.8389077,-117.8576135,Chronic Kidney Disease,Taking BP Medication,2.7,0.885832629,67.2,1,State,0
Anaheim,City,33.8389077,-117.8576135,Chronic Kidney Disease,Dental Visit,2.7,0.885832629,60.4,2,State,0
Anaheim,City,33.8389077,-117.8576135,Chronic Kidney Disease,Cholesterol Screening,2.7,0.885832629,70.3,3,State,0
Anaheim,City,33.8389077,-117.8576135,Chronic Kidney Disease,Physical Inactivity,2.7,0.885832629,21.7,4,State,0
Anaheim,City,33.8389077,-117.8576135,Chronic Kidney Disease,Annual Checkup,2.7,0.885832629,63.8,5,State,0
Anaheim,City,33.8389077,-117.8576135,Mental Health,Current Smoking,12.3,0.87986488,14.2,1,State,0
Anaheim,City,33.8389077,-117.8576135,Mental Health,Mammography,12.3,0.87986488,78.8,2,State,0
Anaheim,City,33.8389077,-117.8576135,Mental Health,Annual Checkup,12.3,0.87986488,63.8,3,State,0
Anaheim,City,33.8389077,-117.8576135,Mental Health,Physical Inactivity,12.3,0.87986488,21.7,4,State,0
Anaheim,City,33.8389077,-117.8576135,Mental Health,Cholesterol Screening,12.3,0.87986488,70.3,5,State,0
Anaheim,City,33.8389077,-117.8576135,Physical Health,Physical Inactivity,12.5,0.92794472,21.7,1,State,0
Anaheim,City,33.8389077,-117.8576135,Physical Health,Cholesterol Screening,12.5,0.92794472,70.3,2,State,0
Anaheim,City,33.8389077,-117.8576135,Physical Health,Dental Visit,12.5,0.92794472,60.4,3,State,0
Anaheim,City,33.8389077,-117.8576135,Physical Health,Current Smoking,12.5,0.92794472,14.2,4,State,0
Anaheim,City,33.8389077,-117.8576135,Physical Health,Annual Checkup,12.5,0.92794472,63.8,5,State,0
Anaheim,City,33.8389077,-117.8576135,Stroke,Taking BP Medication,2.5,0.867507992,67.2,1,State,0
Anaheim,City,33.8389077,-117.8576135,Stroke,Dental Visit,2.5,0.867507992,60.4,2,State,0
Anaheim,City,33.8389077,-117.8576135,Stroke,Cholesterol Screening,2.5,0.867507992,70.3,3,State,0
Anaheim,City,33.8389077,-117.8576135,Stroke,Obesity,2.5,0.867507992,24.1,4,State,0
Anaheim,City,33.8389077,-117.8576135,Stroke,Health Insurance,2.5,0.867507992,17,5,State,0
Anaheim,City,33.8389077,-117.8576135,Teeth Loss,Current Smoking,12.3,0.907248555,14.2,1,State,0
Anaheim,City,33.8389077,-117.8576135,Teeth Loss,Dental Visit,12.3,0.907248555,60.4,2,State,0
Anaheim,City,33.8389077,-117.8576135,Teeth Loss,Physical Inactivity,12.3,0.907248555,21.7,3,State,0
Anaheim,City,33.8389077,-117.8576135,Teeth Loss,Mammography,12.3,0.907248555,78.8,4,State,0
Anaheim,City,33.8389077,-117.8576135,Teeth Loss,Sleep <7 hours,12.3,0.907248555,34,5,State,0
Antioch,City,37.97770429,-121.796607,Arthritis,Taking BP Medication,19.3,0.886738565,68.7,1,State,0
Antioch,City,37.97770429,-121.796607,Arthritis,Binge Drinking,19.3,0.886738565,16.1,2,State,0
Antioch,City,37.97770429,-121.796607,Arthritis,Current Smoking,19.3,0.886738565,15.7,3,State,0
Antioch,City,37.97770429,-121.796607,Arthritis,Sleep <7 hours,19.3,0.886738565,35.9,4,State,0
Antioch,City,37.97770429,-121.796607,Arthritis,Health Insurance,19.3,0.886738565,12.5,5,State,0
Antioch,City,37.97770429,-121.796607,High Blood Pressure,Taking BP Medication,27.5,0.935843565,68.7,1,State,0
Antioch,City,37.97770429,-121.796607,High Blood Pressure,Obesity,27.5,0.935843565,30,2,State,0
Antioch,City,37.97770429,-121.796607,High Blood Pressure,Binge Drinking,27.5,0.935843565,16.1,3,State,0
Antioch,City,37.97770429,-121.796607,High Blood Pressure,Annual Checkup,27.5,0.935843565,63.8,4,State,0
Antioch,City,37.97770429,-121.796607,High Blood Pressure,Dental Visit,27.5,0.935843565,67.5,5,State,0
Antioch,City,37.97770429,-121.796607,Cancer (except skin),Cholesterol Screening,5.2,0.831713566,73.3,1,State,0
Antioch,City,37.97770429,-121.796607,Cancer (except skin),Taking BP Medication,5.2,0.831713566,68.7,2,State,0
Antioch,City,37.97770429,-121.796607,Cancer (except skin),Mammography,5.2,0.831713566,78.6,3,State,0
Antioch,City,37.97770429,-121.796607,Cancer (except skin),Sleep <7 hours,5.2,0.831713566,35.9,4,State,0
Antioch,City,37.97770429,-121.796607,Cancer (except skin),Colorectal Cancer Screening,5.2,0.831713566,67.3,5,State,0
Antioch,City,37.97770429,-121.796607,Current Asthma,Sleep <7 hours,9.3,0.868594269,35.9,1,State,0
Antioch,City,37.97770429,-121.796607,Current Asthma,Current Smoking,9.3,0.868594269,15.7,2,State,0
Antioch,City,37.97770429,-121.796607,Current Asthma,Colorectal Cancer Screening,9.3,0.868594269,67.3,3,State,0
Antioch,City,37.97770429,-121.796607,Current Asthma,Core preventive services for older women,9.3,0.868594269,31.8,4,State,0
Antioch,City,37.97770429,-121.796607,Current Asthma,Obesity,9.3,0.868594269,30,5,State,0
Antioch,City,37.97770429,-121.796607,Coronary Heart Disease,Taking BP Medication,5,0.840727351,68.7,1,State,0
Antioch,City,37.97770429,-121.796607,Coronary Heart Disease,Dental Visit,5,0.840727351,67.5,2,State,0
Antioch,City,37.97770429,-121.796607,Coronary Heart Disease,Sleep <7 hours,5,0.840727351,35.9,3,State,0
Antioch,City,37.97770429,-121.796607,Coronary Heart Disease,Physical Inactivity,5,0.840727351,21.6,4,State,0
Antioch,City,37.97770429,-121.796607,Coronary Heart Disease,Health Insurance,5,0.840727351,12.5,5,State,0
Antioch,City,37.97770429,-121.796607,COPD,Cholesterol Screening,5.6,0.901400731,73.3,1,State,0
Antioch,City,37.97770429,-121.796607,COPD,Dental Visit,5.6,0.901400731,67.5,2,State,0
Antioch,City,37.97770429,-121.796607,COPD,Current Smoking,5.6,0.901400731,15.7,3,State,0
Antioch,City,37.97770429,-121.796607,COPD,Physical Inactivity,5.6,0.901400731,21.6,4,State,0
Antioch,City,37.97770429,-121.796607,COPD,Health Insurance,5.6,0.901400731,12.5,5,State,0
Antioch,City,37.97770429,-121.796607,Diabetes,Taking BP Medication,9.8,0.934231335,68.7,1,State,0
Antioch,City,37.97770429,-121.796607,Diabetes,Dental Visit,9.8,0.934231335,67.5,2,State,0
Antioch,City,37.97770429,-121.796607,Diabetes,Cholesterol Screening,9.8,0.934231335,73.3,3,State,0
Antioch,City,37.97770429,-121.796607,Diabetes,Physical Inactivity,9.8,0.934231335,21.6,4,State,0
Antioch,City,37.97770429,-121.796607,Diabetes,Current Smoking,9.8,0.934231335,15.7,5,State,0
Antioch,City,37.97770429,-121.796607,High Cholesterol,Taking BP Medication,33.1,0.930340498,68.7,1,State,0
Antioch,City,37.97770429,-121.796607,High Cholesterol,Annual Checkup,33.1,0.930340498,63.8,2,State,0
Antioch,City,37.97770429,-121.796607,High Cholesterol,Physical Inactivity,33.1,0.930340498,21.6,3,State,0
Antioch,City,37.97770429,-121.796607,High Cholesterol,Cholesterol Screening,33.1,0.930340498,73.3,4,State,0
Antioch,City,37.97770429,-121.796607,High Cholesterol,Health Insurance,33.1,0.930340498,12.5,5,State,0
Antioch,City,37.97770429,-121.796607,Chronic Kidney Disease,Taking BP Medication,2.7,0.885832629,68.7,1,State,0
Antioch,City,37.97770429,-121.796607,Chronic Kidney Disease,Dental Visit,2.7,0.885832629,67.5,2,State,0
Antioch,City,37.97770429,-121.796607,Chronic Kidney Disease,Cholesterol Screening,2.7,0.885832629,73.3,3,State,0
Antioch,City,37.97770429,-121.796607,Chronic Kidney Disease,Physical Inactivity,2.7,0.885832629,21.6,4,State,0
Antioch,City,37.97770429,-121.796607,Chronic Kidney Disease,Annual Checkup,2.7,0.885832629,63.8,5,State,0
Antioch,City,37.97770429,-121.796607,Mental Health,Current Smoking,12.8,0.87986488,15.7,1,State,0
Antioch,City,37.97770429,-121.796607,Mental Health,Mammography,12.8,0.87986488,78.6,2,State,0
Antioch,City,37.97770429,-121.796607,Mental Health,Annual Checkup,12.8,0.87986488,63.8,3,State,0
Antioch,City,37.97770429,-121.796607,Mental Health,Physical Inactivity,12.8,0.87986488,21.6,4,State,0
Antioch,City,37.97770429,-121.796607,Mental Health,Cholesterol Screening,12.8,0.87986488,73.3,5,State,0
Antioch,City,37.97770429,-121.796607,Physical Health,Physical Inactivity,12.1,0.92794472,21.6,1,State,0
Antioch,City,37.97770429,-121.796607,Physical Health,Cholesterol Screening,12.1,0.92794472,73.3,2,State,0
Antioch,City,37.97770429,-121.796607,Physical Health,Dental Visit,12.1,0.92794472,67.5,3,State,0
Antioch,City,37.97770429,-121.796607,Physical Health,Current Smoking,12.1,0.92794472,15.7,4,State,0
Antioch,City,37.97770429,-121.796607,Physical Health,Annual Checkup,12.1,0.92794472,63.8,5,State,0
Antioch,City,37.97770429,-121.796607,Stroke,Taking BP Medication,2.7,0.867507992,68.7,1,State,0
Antioch,City,37.97770429,-121.796607,Stroke,Dental Visit,2.7,0.867507992,67.5,2,State,0
Antioch,City,37.97770429,-121.796607,Stroke,Cholesterol Screening,2.7,0.867507992,73.3,3,State,0
Antioch,City,37.97770429,-121.796607,Stroke,Obesity,2.7,0.867507992,30,4,State,0
Antioch,City,37.97770429,-121.796607,Stroke,Health Insurance,2.7,0.867507992,12.5,5,State,0
Antioch,City,37.97770429,-121.796607,Teeth Loss,Current Smoking,12.7,0.907248555,15.7,1,State,0
Antioch,City,37.97770429,-121.796607,Teeth Loss,Dental Visit,12.7,0.907248555,67.5,2,State,0
Antioch,City,37.97770429,-121.796607,Teeth Loss,Physical Inactivity,12.7,0.907248555,21.6,3,State,0
Antioch,City,37.97770429,-121.796607,Teeth Loss,Mammography,12.7,0.907248555,78.6,4,State,0
Antioch,City,37.97770429,-121.796607,Teeth Loss,Sleep <7 hours,12.7,0.907248555,35.9,5,State,0
Apple Valley,City,34.53159849,-117.2110127,Arthritis,Taking BP Medication,24.9,0.886738565,73.1,1,State,0
Apple Valley,City,34.53159849,-117.2110127,Arthritis,Binge Drinking,24.9,0.886738565,16.2,2,State,0
Apple Valley,City,34.53159849,-117.2110127,Arthritis,Current Smoking,24.9,0.886738565,16.8,3,State,0
Apple Valley,City,34.53159849,-117.2110127,Arthritis,Sleep <7 hours,24.9,0.886738565,37.7,4,State,0
Apple Valley,City,34.53159849,-117.2110127,Arthritis,Health Insurance,24.9,0.886738565,12.9,5,State,0
Apple Valley,City,34.53159849,-117.2110127,High Blood Pressure,Taking BP Medication,34.2,0.935843565,73.1,1,State,0
Apple Valley,City,34.53159849,-117.2110127,High Blood Pressure,Obesity,34.2,0.935843565,28.1,2,State,0
Apple Valley,City,34.53159849,-117.2110127,High Blood Pressure,Binge Drinking,34.2,0.935843565,16.2,3,State,0
Apple Valley,City,34.53159849,-117.2110127,High Blood Pressure,Annual Checkup,34.2,0.935843565,67.4,4,State,0
Apple Valley,City,34.53159849,-117.2110127,High Blood Pressure,Dental Visit,34.2,0.935843565,60.1,5,State,0
Apple Valley,City,34.53159849,-117.2110127,Cancer (except skin),Cholesterol Screening,6.8,0.831713566,76.7,1,State,0
Apple Valley,City,34.53159849,-117.2110127,Cancer (except skin),Taking BP Medication,6.8,0.831713566,73.1,2,State,0
Apple Valley,City,34.53159849,-117.2110127,Cancer (except skin),Mammography,6.8,0.831713566,80.9,3,State,0
Apple Valley,City,34.53159849,-117.2110127,Cancer (except skin),Sleep <7 hours,6.8,0.831713566,37.7,4,State,0
Apple Valley,City,34.53159849,-117.2110127,Cancer (except skin),Colorectal Cancer Screening,6.8,0.831713566,64.2,5,State,0
Apple Valley,City,34.53159849,-117.2110127,Current Asthma,Sleep <7 hours,10.1,0.868594269,37.7,1,State,0
Apple Valley,City,34.53159849,-117.2110127,Current Asthma,Current Smoking,10.1,0.868594269,16.8,2,State,0
Apple Valley,City,34.53159849,-117.2110127,Current Asthma,Colorectal Cancer Screening,10.1,0.868594269,64.2,3,State,0
Apple Valley,City,34.53159849,-117.2110127,Current Asthma,Core preventive services for older women,10.1,0.868594269,30.3,4,State,0
Apple Valley,City,34.53159849,-117.2110127,Current Asthma,Obesity,10.1,0.868594269,28.1,5,State,0
Apple Valley,City,34.53159849,-117.2110127,Coronary Heart Disease,Taking BP Medication,7.3,0.840727351,73.1,1,State,0
Apple Valley,City,34.53159849,-117.2110127,Coronary Heart Disease,Dental Visit,7.3,0.840727351,60.1,2,State,0
Apple Valley,City,34.53159849,-117.2110127,Coronary Heart Disease,Sleep <7 hours,7.3,0.840727351,37.7,3,State,0
Apple Valley,City,34.53159849,-117.2110127,Coronary Heart Disease,Physical Inactivity,7.3,0.840727351,23.2,4,State,0
Apple Valley,City,34.53159849,-117.2110127,Coronary Heart Disease,Health Insurance,7.3,0.840727351,12.9,5,State,0
Apple Valley,City,34.53159849,-117.2110127,COPD,Cholesterol Screening,7.8,0.901400731,76.7,1,State,0
Apple Valley,City,34.53159849,-117.2110127,COPD,Dental Visit,7.8,0.901400731,60.1,2,State,0
Apple Valley,City,34.53159849,-117.2110127,COPD,Current Smoking,7.8,0.901400731,16.8,3,State,0
Apple Valley,City,34.53159849,-117.2110127,COPD,Physical Inactivity,7.8,0.901400731,23.2,4,State,0
Apple Valley,City,34.53159849,-117.2110127,COPD,Health Insurance,7.8,0.901400731,12.9,5,State,0
Apple Valley,City,34.53159849,-117.2110127,Diabetes,Taking BP Medication,11.9,0.934231335,73.1,1,State,0
Apple Valley,City,34.53159849,-117.2110127,Diabetes,Dental Visit,11.9,0.934231335,60.1,2,State,0
Apple Valley,City,34.53159849,-117.2110127,Diabetes,Cholesterol Screening,11.9,0.934231335,76.7,3,State,0
Apple Valley,City,34.53159849,-117.2110127,Diabetes,Physical Inactivity,11.9,0.934231335,23.2,4,State,0
Apple Valley,City,34.53159849,-117.2110127,Diabetes,Current Smoking,11.9,0.934231335,16.8,5,State,0
Apple Valley,City,34.53159849,-117.2110127,High Cholesterol,Taking BP Medication,38.5,0.930340498,73.1,1,State,0
Apple Valley,City,34.53159849,-117.2110127,High Cholesterol,Annual Checkup,38.5,0.930340498,67.4,2,State,0
Apple Valley,City,34.53159849,-117.2110127,High Cholesterol,Physical Inactivity,38.5,0.930340498,23.2,3,State,0
Apple Valley,City,34.53159849,-117.2110127,High Cholesterol,Cholesterol Screening,38.5,0.930340498,76.7,4,State,0
Apple Valley,City,34.53159849,-117.2110127,High Cholesterol,Health Insurance,38.5,0.930340498,12.9,5,State,0
Apple Valley,City,34.53159849,-117.2110127,Chronic Kidney Disease,Taking BP Medication,3.5,0.885832629,73.1,1,State,0
Apple Valley,City,34.53159849,-117.2110127,Chronic Kidney Disease,Dental Visit,3.5,0.885832629,60.1,2,State,0
Apple Valley,City,34.53159849,-117.2110127,Chronic Kidney Disease,Cholesterol Screening,3.5,0.885832629,76.7,3,State,0
Apple Valley,City,34.53159849,-117.2110127,Chronic Kidney Disease,Physical Inactivity,3.5,0.885832629,23.2,4,State,0
Apple Valley,City,34.53159849,-117.2110127,Chronic Kidney Disease,Annual Checkup,3.5,0.885832629,67.4,5,State,0
Apple Valley,City,34.53159849,-117.2110127,Mental Health,Current Smoking,14,0.87986488,16.8,1,State,0
Apple Valley,City,34.53159849,-117.2110127,Mental Health,Mammography,14,0.87986488,80.9,2,State,0
Apple Valley,City,34.53159849,-117.2110127,Mental Health,Annual Checkup,14,0.87986488,67.4,3,State,0
Apple Valley,City,34.53159849,-117.2110127,Mental Health,Physical Inactivity,14,0.87986488,23.2,4,State,0
Apple Valley,City,34.53159849,-117.2110127,Mental Health,Cholesterol Screening,14,0.87986488,76.7,5,State,0
Apple Valley,City,34.53159849,-117.2110127,Physical Health,Physical Inactivity,14.7,0.92794472,23.2,1,State,0
Apple Valley,City,34.53159849,-117.2110127,Physical Health,Cholesterol Screening,14.7,0.92794472,76.7,2,State,0
Apple Valley,City,34.53159849,-117.2110127,Physical Health,Dental Visit,14.7,0.92794472,60.1,3,State,0
Apple Valley,City,34.53159849,-117.2110127,Physical Health,Current Smoking,14.7,0.92794472,16.8,4,State,0
Apple Valley,City,34.53159849,-117.2110127,Physical Health,Annual Checkup,14.7,0.92794472,67.4,5,State,0
Apple Valley,City,34.53159849,-117.2110127,Stroke,Taking BP Medication,3.8,0.867507992,73.1,1,State,0
Apple Valley,City,34.53159849,-117.2110127,Stroke,Dental Visit,3.8,0.867507992,60.1,2,State,0
Apple Valley,City,34.53159849,-117.2110127,Stroke,Cholesterol Screening,3.8,0.867507992,76.7,3,State,0
Apple Valley,City,34.53159849,-117.2110127,Stroke,Obesity,3.8,0.867507992,28.1,4,State,0
Apple Valley,City,34.53159849,-117.2110127,Stroke,Health Insurance,3.8,0.867507992,12.9,5,State,0
Apple Valley,City,34.53159849,-117.2110127,Teeth Loss,Current Smoking,15.7,0.907248555,16.8,1,State,0
Apple Valley,City,34.53159849,-117.2110127,Teeth Loss,Dental Visit,15.7,0.907248555,60.1,2,State,0
Apple Valley,City,34.53159849,-117.2110127,Teeth Loss,Physical Inactivity,15.7,0.907248555,23.2,3,State,0
Apple Valley,City,34.53159849,-117.2110127,Teeth Loss,Mammography,15.7,0.907248555,80.9,4,State,0
Apple Valley,City,34.53159849,-117.2110127,Teeth Loss,Sleep <7 hours,15.7,0.907248555,37.7,5,State,0
Bakersfield,City,35.35133029,-119.029786,Arthritis,Taking BP Medication,19.1,0.886738565,67.2,1,State,0
Bakersfield,City,35.35133029,-119.029786,Arthritis,Binge Drinking,19.1,0.886738565,18.8,2,State,0
Bakersfield,City,35.35133029,-119.029786,Arthritis,Current Smoking,19.1,0.886738565,17.2,3,State,0
Bakersfield,City,35.35133029,-119.029786,Arthritis,Sleep <7 hours,19.1,0.886738565,37.2,4,State,0
Bakersfield,City,35.35133029,-119.029786,Arthritis,Health Insurance,19.1,0.886738565,16.4,5,State,0
Bakersfield,City,35.35133029,-119.029786,High Blood Pressure,Taking BP Medication,25.4,0.935843565,67.2,1,State,0
Bakersfield,City,35.35133029,-119.029786,High Blood Pressure,Obesity,25.4,0.935843565,29.3,2,State,0
Bakersfield,City,35.35133029,-119.029786,High Blood Pressure,Binge Drinking,25.4,0.935843565,18.8,3,State,0
Bakersfield,City,35.35133029,-119.029786,High Blood Pressure,Annual Checkup,25.4,0.935843565,61.7,4,State,0
Bakersfield,City,35.35133029,-119.029786,High Blood Pressure,Dental Visit,25.4,0.935843565,60.9,5,State,0
Bakersfield,City,35.35133029,-119.029786,Cancer (except skin),Cholesterol Screening,5,0.831713566,70.7,1,State,0
Bakersfield,City,35.35133029,-119.029786,Cancer (except skin),Taking BP Medication,5,0.831713566,67.2,2,State,0
Bakersfield,City,35.35133029,-119.029786,Cancer (except skin),Mammography,5,0.831713566,80.2,3,State,0
Bakersfield,City,35.35133029,-119.029786,Cancer (except skin),Sleep <7 hours,5,0.831713566,37.2,4,State,0
Bakersfield,City,35.35133029,-119.029786,Cancer (except skin),Colorectal Cancer Screening,5,0.831713566,62,5,State,0
Bakersfield,City,35.35133029,-119.029786,Current Asthma,Sleep <7 hours,9.5,0.868594269,37.2,1,State,0
Bakersfield,City,35.35133029,-119.029786,Current Asthma,Current Smoking,9.5,0.868594269,17.2,2,State,0
Bakersfield,City,35.35133029,-119.029786,Current Asthma,Colorectal Cancer Screening,9.5,0.868594269,62,3,State,0
Bakersfield,City,35.35133029,-119.029786,Current Asthma,Core preventive services for older women,9.5,0.868594269,27.7,4,State,0
Bakersfield,City,35.35133029,-119.029786,Current Asthma,Obesity,9.5,0.868594269,29.3,5,State,0
Bakersfield,City,35.35133029,-119.029786,Coronary Heart Disease,Taking BP Medication,5.4,0.840727351,67.2,1,State,0
Bakersfield,City,35.35133029,-119.029786,Coronary Heart Disease,Dental Visit,5.4,0.840727351,60.9,2,State,0
Bakersfield,City,35.35133029,-119.029786,Coronary Heart Disease,Sleep <7 hours,5.4,0.840727351,37.2,3,State,0
Bakersfield,City,35.35133029,-119.029786,Coronary Heart Disease,Physical Inactivity,5.4,0.840727351,24,4,State,0
Bakersfield,City,35.35133029,-119.029786,Coronary Heart Disease,Health Insurance,5.4,0.840727351,16.4,5,State,0
Bakersfield,City,35.35133029,-119.029786,COPD,Cholesterol Screening,6.1,0.901400731,70.7,1,State,0
Bakersfield,City,35.35133029,-119.029786,COPD,Dental Visit,6.1,0.901400731,60.9,2,State,0
Bakersfield,City,35.35133029,-119.029786,COPD,Current Smoking,6.1,0.901400731,17.2,3,State,0
Bakersfield,City,35.35133029,-119.029786,COPD,Physical Inactivity,6.1,0.901400731,24,4,State,0
Bakersfield,City,35.35133029,-119.029786,COPD,Health Insurance,6.1,0.901400731,16.4,5,State,0
Bakersfield,City,35.35133029,-119.029786,Diabetes,Taking BP Medication,9.9,0.934231335,67.2,1,State,0
Bakersfield,City,35.35133029,-119.029786,Diabetes,Dental Visit,9.9,0.934231335,60.9,2,State,0
Bakersfield,City,35.35133029,-119.029786,Diabetes,Cholesterol Screening,9.9,0.934231335,70.7,3,State,0
Bakersfield,City,35.35133029,-119.029786,Diabetes,Physical Inactivity,9.9,0.934231335,24,4,State,0
Bakersfield,City,35.35133029,-119.029786,Diabetes,Current Smoking,9.9,0.934231335,17.2,5,State,0
Bakersfield,City,35.35133029,-119.029786,High Cholesterol,Taking BP Medication,31.5,0.930340498,67.2,1,State,0
Bakersfield,City,35.35133029,-119.029786,High Cholesterol,Annual Checkup,31.5,0.930340498,61.7,2,State,0
Bakersfield,City,35.35133029,-119.029786,High Cholesterol,Physical Inactivity,31.5,0.930340498,24,3,State,0
Bakersfield,City,35.35133029,-119.029786,High Cholesterol,Cholesterol Screening,31.5,0.930340498,70.7,4,State,0
Bakersfield,City,35.35133029,-119.029786,High Cholesterol,Health Insurance,31.5,0.930340498,16.4,5,State,0
Bakersfield,City,35.35133029,-119.029786,Chronic Kidney Disease,Taking BP Medication,2.9,0.885832629,67.2,1,State,0
Bakersfield,City,35.35133029,-119.029786,Chronic Kidney Disease,Dental Visit,2.9,0.885832629,60.9,2,State,0
Bakersfield,City,35.35133029,-119.029786,Chronic Kidney Disease,Cholesterol Screening,2.9,0.885832629,70.7,3,State,0
Bakersfield,City,35.35133029,-119.029786,Chronic Kidney Disease,Physical Inactivity,2.9,0.885832629,24,4,State,0
Bakersfield,City,35.35133029,-119.029786,Chronic Kidney Disease,Annual Checkup,2.9,0.885832629,61.7,5,State,0
Bakersfield,City,35.35133029,-119.029786,Mental Health,Current Smoking,14,0.87986488,17.2,1,State,0
Bakersfield,City,35.35133029,-119.029786,Mental Health,Mammography,14,0.87986488,80.2,2,State,0
Bakersfield,City,35.35133029,-119.029786,Mental Health,Annual Checkup,14,0.87986488,61.7,3,State,0
Bakersfield,City,35.35133029,-119.029786,Mental Health,Physical Inactivity,14,0.87986488,24,4,State,0
Bakersfield,City,35.35133029,-119.029786,Mental Health,Cholesterol Screening,14,0.87986488,70.7,5,State,0
Bakersfield,City,35.35133029,-119.029786,Physical Health,Physical Inactivity,13.1,0.92794472,24,1,State,0
Bakersfield,City,35.35133029,-119.029786,Physical Health,Cholesterol Screening,13.1,0.92794472,70.7,2,State,0
Bakersfield,City,35.35133029,-119.029786,Physical Health,Dental Visit,13.1,0.92794472,60.9,3,State,0
Bakersfield,City,35.35133029,-119.029786,Physical Health,Current Smoking,13.1,0.92794472,17.2,4,State,0
Bakersfield,City,35.35133029,-119.029786,Physical Health,Annual Checkup,13.1,0.92794472,61.7,5,State,0
Bakersfield,City,35.35133029,-119.029786,Stroke,Taking BP Medication,2.9,0.867507992,67.2,1,State,0
Bakersfield,City,35.35133029,-119.029786,Stroke,Dental Visit,2.9,0.867507992,60.9,2,State,0
Bakersfield,City,35.35133029,-119.029786,Stroke,Cholesterol Screening,2.9,0.867507992,70.7,3,State,0
Bakersfield,City,35.35133029,-119.029786,Stroke,Obesity,2.9,0.867507992,29.3,4,State,0
Bakersfield,City,35.35133029,-119.029786,Stroke,Health Insurance,2.9,0.867507992,16.4,5,State,0
Bakersfield,City,35.35133029,-119.029786,Teeth Loss,Current Smoking,15.2,0.907248555,17.2,1,State,0
Bakersfield,City,35.35133029,-119.029786,Teeth Loss,Dental Visit,15.2,0.907248555,60.9,2,State,0
Bakersfield,City,35.35133029,-119.029786,Teeth Loss,Physical Inactivity,15.2,0.907248555,24,3,State,0
Bakersfield,City,35.35133029,-119.029786,Teeth Loss,Mammography,15.2,0.907248555,80.2,4,State,0
Bakersfield,City,35.35133029,-119.029786,Teeth Loss,Sleep <7 hours,15.2,0.907248555,37.2,5,State,0
Baldwin Park,City,34.08287152,-117.9721009,Arthritis,Taking BP Medication,15.6,0.886738565,65.7,1,State,0
Baldwin Park,City,34.08287152,-117.9721009,Arthritis,Binge Drinking,15.6,0.886738565,16.2,2,State,0
Baldwin Park,City,34.08287152,-117.9721009,Arthritis,Current Smoking,15.6,0.886738565,13.5,3,State,0
Baldwin Park,City,34.08287152,-117.9721009,Arthritis,Sleep <7 hours,15.6,0.886738565,37.7,4,State,0
Baldwin Park,City,34.08287152,-117.9721009,Arthritis,Health Insurance,15.6,0.886738565,22.7,5,State,0
Baldwin Park,City,34.08287152,-117.9721009,High Blood Pressure,Taking BP Medication,25.8,0.935843565,65.7,1,State,0
Baldwin Park,City,34.08287152,-117.9721009,High Blood Pressure,Obesity,25.8,0.935843565,26.3,2,State,0
Baldwin Park,City,34.08287152,-117.9721009,High Blood Pressure,Binge Drinking,25.8,0.935843565,16.2,3,State,0
Baldwin Park,City,34.08287152,-117.9721009,High Blood Pressure,Annual Checkup,25.8,0.935843565,63,4,State,0
Baldwin Park,City,34.08287152,-117.9721009,High Blood Pressure,Dental Visit,25.8,0.935843565,54.3,5,State,0
Baldwin Park,City,34.08287152,-117.9721009,Cancer (except skin),Cholesterol Screening,3.9,0.831713566,68.4,1,State,0
Baldwin Park,City,34.08287152,-117.9721009,Cancer (except skin),Taking BP Medication,3.9,0.831713566,65.7,2,State,0
Baldwin Park,City,34.08287152,-117.9721009,Cancer (except skin),Mammography,3.9,0.831713566,78.1,3,State,0
Baldwin Park,City,34.08287152,-117.9721009,Cancer (except skin),Sleep <7 hours,3.9,0.831713566,37.7,4,State,0
Baldwin Park,City,34.08287152,-117.9721009,Cancer (except skin),Colorectal Cancer Screening,3.9,0.831713566,55.3,5,State,0
