Region,Level,OutcomeShort,PreventionShort,OutcomePrevalence,PredictionAccuracyScore,PreventionPrevalence,PreventionRank,PreventionCalculationLevel,Latitude,Longitude,Outcome,Prevention
Hoover,City,CHD,CHOLSCREEN,5.2,0.925981649,82.1,5,National,33.37676027,-86.80519376,Coronary Heart Disease,Cholesterol Screening
Hoover,City,COPD,CSMOKING,5.3,0.957688064,14.1,1,National,33.37676027,-86.80519376,COPD,Current Smoking
Hoover,City,COPD,SLEEP,5.3,0.957688064,32.9,2,National,33.37676027,-86.80519376,COPD,Sleep <7 hours
Hoover,City,COPD,BPMED,5.3,0.957688064,77.7,3,National,33.37676027,-86.80519376,COPD,Taking BP Medication
Hoover,City,COPD,BINGE,5.3,0.957688064,17.8,4,National,33.37676027,-86.80519376,COPD,Binge Drinking
Hoover,City,COPD,LPA,5.3,0.957688064,20.4,5,National,33.37676027,-86.80519376,COPD,Physical Inactivity
Hoover,City,DIABETES,CHOLSCREEN,8.3,0.966452298,82.1,1,National,33.37676027,-86.80519376,Diabetes,Cholesterol Screening
Hoover,City,DIABETES,DENTAL,8.3,0.966452298,74.5,2,National,33.37676027,-86.80519376,Diabetes,Dental Visit
Hoover,City,DIABETES,LPA,8.3,0.966452298,20.4,3,National,33.37676027,-86.80519376,Diabetes,Physical Inactivity
Hoover,City,DIABETES,CSMOKING,8.3,0.966452298,14.1,4,National,33.37676027,-86.80519376,Diabetes,Current Smoking
Hoover,City,DIABETES,BPMED,8.3,0.966452298,77.7,5,National,33.37676027,-86.80519376,Diabetes,Taking BP Medication
Hoover,City,HIGHCHOL,BPMED,35.9,0.978006931,77.7,1,National,33.37676027,-86.80519376,High Cholesterol,Taking BP Medication
Hoover,City,HIGHCHOL,BINGE,35.9,0.978006931,17.8,2,National,33.37676027,-86.80519376,High Cholesterol,Binge Drinking
Hoover,City,HIGHCHOL,CHOLSCREEN,35.9,0.978006931,82.1,3,National,33.37676027,-86.80519376,High Cholesterol,Cholesterol Screening
Hoover,City,HIGHCHOL,CSMOKING,35.9,0.978006931,14.1,4,National,33.37676027,-86.80519376,High Cholesterol,Current Smoking
Hoover,City,HIGHCHOL,SLEEP,35.9,0.978006931,32.9,5,National,33.37676027,-86.80519376,High Cholesterol,Sleep <7 hours
Hoover,City,KIDNEY,LPA,2.3,0.967984527,20.4,1,National,33.37676027,-86.80519376,Chronic Kidney Disease,Physical Inactivity
Hoover,City,KIDNEY,CSMOKING,2.3,0.967984527,14.1,2,National,33.37676027,-86.80519376,Chronic Kidney Disease,Current Smoking
Hoover,City,KIDNEY,SLEEP,2.3,0.967984527,32.9,3,National,33.37676027,-86.80519376,Chronic Kidney Disease,Sleep <7 hours
Hoover,City,KIDNEY,CHOLSCREEN,2.3,0.967984527,82.1,4,National,33.37676027,-86.80519376,Chronic Kidney Disease,Cholesterol Screening
Hoover,City,KIDNEY,BINGE,2.3,0.967984527,17.8,5,National,33.37676027,-86.80519376,Chronic Kidney Disease,Binge Drinking
Hoover,City,MHLTH,CSMOKING,10.4,0.974351843,14.1,1,National,33.37676027,-86.80519376,Mental Health,Current Smoking
Hoover,City,MHLTH,BPMED,10.4,0.974351843,77.7,2,National,33.37676027,-86.80519376,Mental Health,Taking BP Medication
Hoover,City,MHLTH,CHOLSCREEN,10.4,0.974351843,82.1,3,National,33.37676027,-86.80519376,Mental Health,Cholesterol Screening
Hoover,City,MHLTH,DENTAL,10.4,0.974351843,74.5,4,National,33.37676027,-86.80519376,Mental Health,Dental Visit
Hoover,City,MHLTH,ACCESS2,10.4,0.974351843,10.3,5,National,33.37676027,-86.80519376,Mental Health,Health Insurance
Hoover,City,PHLTH,LPA,9.9,0.977795063,20.4,1,National,33.37676027,-86.80519376,Physical Health,Physical Inactivity
Hoover,City,PHLTH,BPMED,9.9,0.977795063,77.7,2,National,33.37676027,-86.80519376,Physical Health,Taking BP Medication
Hoover,City,PHLTH,COLON_SCREEN,9.9,0.977795063,74,3,National,33.37676027,-86.80519376,Physical Health,Colorectal Cancer Screening
Hoover,City,PHLTH,CSMOKING,9.9,0.977795063,14.1,4,National,33.37676027,-86.80519376,Physical Health,Current Smoking
Hoover,City,PHLTH,OBESITY,9.9,0.977795063,29.2,5,National,33.37676027,-86.80519376,Physical Health,Obesity
Hoover,City,STROKE,LPA,2.2,0.948855653,20.4,1,National,33.37676027,-86.80519376,Stroke,Physical Inactivity
Hoover,City,STROKE,CSMOKING,2.2,0.948855653,14.1,2,National,33.37676027,-86.80519376,Stroke,Current Smoking
Hoover,City,STROKE,BINGE,2.2,0.948855653,17.8,3,National,33.37676027,-86.80519376,Stroke,Binge Drinking
Hoover,City,STROKE,CHOLSCREEN,2.2,0.948855653,82.1,4,National,33.37676027,-86.80519376,Stroke,Cholesterol Screening
Hoover,City,STROKE,SLEEP,2.2,0.948855653,32.9,5,National,33.37676027,-86.80519376,Stroke,Sleep <7 hours
Hoover,City,TEETHLOST,LPA,8.3,0.942122411,20.4,1,National,33.37676027,-86.80519376,Teeth Loss,Physical Inactivity
Hoover,City,TEETHLOST,CSMOKING,8.3,0.942122411,14.1,2,National,33.37676027,-86.80519376,Teeth Loss,Current Smoking
Hoover,City,TEETHLOST,CHOLSCREEN,8.3,0.942122411,82.1,3,National,33.37676027,-86.80519376,Teeth Loss,Cholesterol Screening
Hoover,City,TEETHLOST,MAMMOUSE,8.3,0.942122411,81,4,National,33.37676027,-86.80519376,Teeth Loss,Mammography
Hoover,City,TEETHLOST,BINGE,8.3,0.942122411,17.8,5,National,33.37676027,-86.80519376,Teeth Loss,Binge Drinking
Hoover,City,ARTHRITIS,BPMED,24,0.944676149,77.7,1,State,33.37676027,-86.80519376,Arthritis,Taking BP Medication
Hoover,City,ARTHRITIS,BINGE,24,0.944676149,17.8,2,State,33.37676027,-86.80519376,Arthritis,Binge Drinking
Hoover,City,ARTHRITIS,CHOLSCREEN,24,0.944676149,82.1,3,State,33.37676027,-86.80519376,Arthritis,Cholesterol Screening
Hoover,City,ARTHRITIS,CSMOKING,24,0.944676149,14.1,4,State,33.37676027,-86.80519376,Arthritis,Current Smoking
Hoover,City,ARTHRITIS,SLEEP,24,0.944676149,32.9,5,State,33.37676027,-86.80519376,Arthritis,Sleep <7 hours
Hoover,City,BPHIGH,CHECKUP,30.7,0.980782138,73,1,State,33.37676027,-86.80519376,High Blood Pressure,Annual Checkup
Hoover,City,BPHIGH,BINGE,30.7,0.980782138,17.8,2,State,33.37676027,-86.80519376,High Blood Pressure,Binge Drinking
Hoover,City,BPHIGH,BPMED,30.7,0.980782138,77.7,3,State,33.37676027,-86.80519376,High Blood Pressure,Taking BP Medication
Hoover,City,BPHIGH,OBESITY,30.7,0.980782138,29.2,4,State,33.37676027,-86.80519376,High Blood Pressure,Obesity
Hoover,City,BPHIGH,CHOLSCREEN,30.7,0.980782138,82.1,5,State,33.37676027,-86.80519376,High Blood Pressure,Cholesterol Screening
Hoover,City,CANCER,BPMED,6.6,0.946091937,77.7,1,State,33.37676027,-86.80519376,Cancer (except skin),Taking BP Medication
Hoover,City,CANCER,SLEEP,6.6,0.946091937,32.9,2,State,33.37676027,-86.80519376,Cancer (except skin),Sleep <7 hours
Hoover,City,CANCER,BINGE,6.6,0.946091937,17.8,3,State,33.37676027,-86.80519376,Cancer (except skin),Binge Drinking
Hoover,City,CANCER,DENTAL,6.6,0.946091937,74.5,4,State,33.37676027,-86.80519376,Cancer (except skin),Dental Visit
Hoover,City,CANCER,LPA,6.6,0.946091937,20.4,5,State,33.37676027,-86.80519376,Cancer (except skin),Physical Inactivity
Hoover,City,CASTHMA,CSMOKING,7.9,0.984219537,14.1,1,State,33.37676027,-86.80519376,Current Asthma,Current Smoking
Hoover,City,CASTHMA,CHECKUP,7.9,0.984219537,73,2,State,33.37676027,-86.80519376,Current Asthma,Annual Checkup
Hoover,City,CASTHMA,CHOLSCREEN,7.9,0.984219537,82.1,3,State,33.37676027,-86.80519376,Current Asthma,Cholesterol Screening
Hoover,City,CASTHMA,SLEEP,7.9,0.984219537,32.9,4,State,33.37676027,-86.80519376,Current Asthma,Sleep <7 hours
Hoover,City,CASTHMA,DENTAL,7.9,0.984219537,74.5,5,State,33.37676027,-86.80519376,Current Asthma,Dental Visit
Hoover,City,CHD,LPA,5.2,0.925981649,20.4,1,State,33.37676027,-86.80519376,Coronary Heart Disease,Physical Inactivity
Hoover,City,CHD,SLEEP,5.2,0.925981649,32.9,2,State,33.37676027,-86.80519376,Coronary Heart Disease,Sleep <7 hours
Hoover,City,CHD,BPMED,5.2,0.925981649,77.7,3,State,33.37676027,-86.80519376,Coronary Heart Disease,Taking BP Medication
Hoover,City,CHD,BINGE,5.2,0.925981649,17.8,4,State,33.37676027,-86.80519376,Coronary Heart Disease,Binge Drinking
Hoover,City,CHD,CHOLSCREEN,5.2,0.925981649,82.1,5,State,33.37676027,-86.80519376,Coronary Heart Disease,Cholesterol Screening
Hoover,City,COPD,CSMOKING,5.3,0.957688064,14.1,1,State,33.37676027,-86.80519376,COPD,Current Smoking
Hoover,City,COPD,SLEEP,5.3,0.957688064,32.9,2,State,33.37676027,-86.80519376,COPD,Sleep <7 hours
Hoover,City,COPD,BPMED,5.3,0.957688064,77.7,3,State,33.37676027,-86.80519376,COPD,Taking BP Medication
Hoover,City,COPD,BINGE,5.3,0.957688064,17.8,4,State,33.37676027,-86.80519376,COPD,Binge Drinking
Hoover,City,COPD,LPA,5.3,0.957688064,20.4,5,State,33.37676027,-86.80519376,COPD,Physical Inactivity
Hoover,City,DIABETES,CHOLSCREEN,8.3,0.966452298,82.1,1,State,33.37676027,-86.80519376,Diabetes,Cholesterol Screening
Hoover,City,DIABETES,DENTAL,8.3,0.966452298,74.5,2,State,33.37676027,-86.80519376,Diabetes,Dental Visit
Hoover,City,DIABETES,LPA,8.3,0.966452298,20.4,3,State,33.37676027,-86.80519376,Diabetes,Physical Inactivity
Hoover,City,DIABETES,CSMOKING,8.3,0.966452298,14.1,4,State,33.37676027,-86.80519376,Diabetes,Current Smoking
Hoover,City,DIABETES,BPMED,8.3,0.966452298,77.7,5,State,33.37676027,-86.80519376,Diabetes,Taking BP Medication
Hoover,City,HIGHCHOL,BPMED,35.9,0.978006931,77.7,1,State,33.37676027,-86.80519376,High Cholesterol,Taking BP Medication
Hoover,City,HIGHCHOL,BINGE,35.9,0.978006931,17.8,2,State,33.37676027,-86.80519376,High Cholesterol,Binge Drinking
Hoover,City,HIGHCHOL,CHOLSCREEN,35.9,0.978006931,82.1,3,State,33.37676027,-86.80519376,High Cholesterol,Cholesterol Screening
Hoover,City,HIGHCHOL,CSMOKING,35.9,0.978006931,14.1,4,State,33.37676027,-86.80519376,High Cholesterol,Current Smoking
Hoover,City,HIGHCHOL,SLEEP,35.9,0.978006931,32.9,5,State,33.37676027,-86.80519376,High Cholesterol,Sleep <7 hours
Hoover,City,KIDNEY,LPA,2.3,0.967984527,20.4,1,State,33.37676027,-86.80519376,Chronic Kidney Disease,Physical Inactivity
Hoover,City,KIDNEY,CSMOKING,2.3,0.967984527,14.1,2,State,33.37676027,-86.80519376,Chronic Kidney Disease,Current Smoking
Hoover,City,KIDNEY,SLEEP,2.3,0.967984527,32.9,3,State,33.37676027,-86.80519376,Chronic Kidney Disease,Sleep <7 hours
Hoover,City,KIDNEY,CHOLSCREEN,2.3,0.967984527,82.1,4,State,33.37676027,-86.80519376,Chronic Kidney Disease,Cholesterol Screening
Hoover,City,KIDNEY,BINGE,2.3,0.967984527,17.8,5,State,33.37676027,-86.80519376,Chronic Kidney Disease,Binge Drinking
Hoover,City,MHLTH,CSMOKING,10.4,0.974351843,14.1,1,State,33.37676027,-86.80519376,Mental Health,Current Smoking
Hoover,City,MHLTH,BPMED,10.4,0.974351843,77.7,2,State,33.37676027,-86.80519376,Mental Health,Taking BP Medication
Hoover,City,MHLTH,CHOLSCREEN,10.4,0.974351843,82.1,3,State,33.37676027,-86.80519376,Mental Health,Cholesterol Screening
Hoover,City,MHLTH,DENTAL,10.4,0.974351843,74.5,4,State,33.37676027,-86.80519376,Mental Health,Dental Visit
Hoover,City,MHLTH,ACCESS2,10.4,0.974351843,10.3,5,State,33.37676027,-86.80519376,Mental Health,Health Insurance
Hoover,City,PHLTH,LPA,9.9,0.977795063,20.4,1,State,33.37676027,-86.80519376,Physical Health,Physical Inactivity
Hoover,City,PHLTH,BPMED,9.9,0.977795063,77.7,2,State,33.37676027,-86.80519376,Physical Health,Taking BP Medication
Hoover,City,PHLTH,COLON_SCREEN,9.9,0.977795063,74,3,State,33.37676027,-86.80519376,Physical Health,Colorectal Cancer Screening
Hoover,City,PHLTH,CSMOKING,9.9,0.977795063,14.1,4,State,33.37676027,-86.80519376,Physical Health,Current Smoking
Hoover,City,PHLTH,OBESITY,9.9,0.977795063,29.2,5,State,33.37676027,-86.80519376,Physical Health,Obesity
Hoover,City,STROKE,LPA,2.2,0.948855653,20.4,1,State,33.37676027,-86.80519376,Stroke,Physical Inactivity
Hoover,City,STROKE,CSMOKING,2.2,0.948855653,14.1,2,State,33.37676027,-86.80519376,Stroke,Current Smoking
Hoover,City,STROKE,BINGE,2.2,0.948855653,17.8,3,State,33.37676027,-86.80519376,Stroke,Binge Drinking
Hoover,City,STROKE,CHOLSCREEN,2.2,0.948855653,82.1,4,State,33.37676027,-86.80519376,Stroke,Cholesterol Screening
Hoover,City,STROKE,SLEEP,2.2,0.948855653,32.9,5,State,33.37676027,-86.80519376,Stroke,Sleep <7 hours
Hoover,City,TEETHLOST,LPA,8.3,0.942122411,20.4,1,State,33.37676027,-86.80519376,Teeth Loss,Physical Inactivity
Hoover,City,TEETHLOST,CSMOKING,8.3,0.942122411,14.1,2,State,33.37676027,-86.80519376,Teeth Loss,Current Smoking
Hoover,City,TEETHLOST,CHOLSCREEN,8.3,0.942122411,82.1,3,State,33.37676027,-86.80519376,Teeth Loss,Cholesterol Screening
Hoover,City,TEETHLOST,MAMMOUSE,8.3,0.942122411,81,4,State,33.37676027,-86.80519376,Teeth Loss,Mammography
Hoover,City,TEETHLOST,BINGE,8.3,0.942122411,17.8,5,State,33.37676027,-86.80519376,Teeth Loss,Binge Drinking
Huntsville,City,ARTHRITIS,BPMED,29.2,0.944676149,79,1,National,34.69896927,-86.63870429,Arthritis,Taking BP Medication
Huntsville,City,ARTHRITIS,BINGE,29.2,0.944676149,14.1,2,National,34.69896927,-86.63870429,Arthritis,Binge Drinking
Huntsville,City,ARTHRITIS,CHOLSCREEN,29.2,0.944676149,76.8,3,National,34.69896927,-86.63870429,Arthritis,Cholesterol Screening
Huntsville,City,ARTHRITIS,CSMOKING,29.2,0.944676149,18.5,4,National,34.69896927,-86.63870429,Arthritis,Current Smoking
Huntsville,City,ARTHRITIS,SLEEP,29.2,0.944676149,37.8,5,National,34.69896927,-86.63870429,Arthritis,Sleep <7 hours
Huntsville,City,BPHIGH,CHECKUP,36.8,0.980782138,69.6,1,National,34.69896927,-86.63870429,High Blood Pressure,Annual Checkup
Huntsville,City,BPHIGH,BINGE,36.8,0.980782138,14.1,2,National,34.69896927,-86.63870429,High Blood Pressure,Binge Drinking
Huntsville,City,BPHIGH,BPMED,36.8,0.980782138,79,3,National,34.69896927,-86.63870429,High Blood Pressure,Taking BP Medication
Huntsville,City,BPHIGH,OBESITY,36.8,0.980782138,32.6,4,National,34.69896927,-86.63870429,High Blood Pressure,Obesity
Huntsville,City,BPHIGH,CHOLSCREEN,36.8,0.980782138,76.8,5,National,34.69896927,-86.63870429,High Blood Pressure,Cholesterol Screening
Huntsville,City,CANCER,BPMED,6.4,0.946091937,79,1,National,34.69896927,-86.63870429,Cancer (except skin),Taking BP Medication
Huntsville,City,CANCER,SLEEP,6.4,0.946091937,37.8,2,National,34.69896927,-86.63870429,Cancer (except skin),Sleep <7 hours
Huntsville,City,CANCER,BINGE,6.4,0.946091937,14.1,3,National,34.69896927,-86.63870429,Cancer (except skin),Binge Drinking
Huntsville,City,CANCER,DENTAL,6.4,0.946091937,61.2,4,National,34.69896927,-86.63870429,Cancer (except skin),Dental Visit
Huntsville,City,CANCER,LPA,6.4,0.946091937,26,5,National,34.69896927,-86.63870429,Cancer (except skin),Physical Inactivity
Huntsville,City,CASTHMA,CSMOKING,9.5,0.984219537,18.5,1,National,34.69896927,-86.63870429,Current Asthma,Current Smoking
Huntsville,City,CASTHMA,CHECKUP,9.5,0.984219537,69.6,2,National,34.69896927,-86.63870429,Current Asthma,Annual Checkup
Huntsville,City,CASTHMA,CHOLSCREEN,9.5,0.984219537,76.8,3,National,34.69896927,-86.63870429,Current Asthma,Cholesterol Screening
Huntsville,City,CASTHMA,SLEEP,9.5,0.984219537,37.8,4,National,34.69896927,-86.63870429,Current Asthma,Sleep <7 hours
Huntsville,City,CASTHMA,DENTAL,9.5,0.984219537,61.2,5,National,34.69896927,-86.63870429,Current Asthma,Dental Visit
Huntsville,City,CHD,LPA,6.7,0.925981649,26,1,National,34.69896927,-86.63870429,Coronary Heart Disease,Physical Inactivity
Huntsville,City,CHD,SLEEP,6.7,0.925981649,37.8,2,National,34.69896927,-86.63870429,Coronary Heart Disease,Sleep <7 hours
Huntsville,City,CHD,BPMED,6.7,0.925981649,79,3,National,34.69896927,-86.63870429,Coronary Heart Disease,Taking BP Medication
Huntsville,City,CHD,BINGE,6.7,0.925981649,14.1,4,National,34.69896927,-86.63870429,Coronary Heart Disease,Binge Drinking
Huntsville,City,CHD,CHOLSCREEN,6.7,0.925981649,76.8,5,National,34.69896927,-86.63870429,Coronary Heart Disease,Cholesterol Screening
Huntsville,City,COPD,CSMOKING,7.6,0.957688064,18.5,1,National,34.69896927,-86.63870429,COPD,Current Smoking
Huntsville,City,COPD,SLEEP,7.6,0.957688064,37.8,2,National,34.69896927,-86.63870429,COPD,Sleep <7 hours
Huntsville,City,COPD,BPMED,7.6,0.957688064,79,3,National,34.69896927,-86.63870429,COPD,Taking BP Medication
Huntsville,City,COPD,BINGE,7.6,0.957688064,14.1,4,National,34.69896927,-86.63870429,COPD,Binge Drinking
Huntsville,City,COPD,LPA,7.6,0.957688064,26,5,National,34.69896927,-86.63870429,COPD,Physical Inactivity
Huntsville,City,DIABETES,CHOLSCREEN,12.2,0.966452298,76.8,1,National,34.69896927,-86.63870429,Diabetes,Cholesterol Screening
Huntsville,City,DIABETES,DENTAL,12.2,0.966452298,61.2,2,National,34.69896927,-86.63870429,Diabetes,Dental Visit
Huntsville,City,DIABETES,LPA,12.2,0.966452298,26,3,National,34.69896927,-86.63870429,Diabetes,Physical Inactivity
Huntsville,City,DIABETES,CSMOKING,12.2,0.966452298,18.5,4,National,34.69896927,-86.63870429,Diabetes,Current Smoking
Huntsville,City,DIABETES,BPMED,12.2,0.966452298,79,5,National,34.69896927,-86.63870429,Diabetes,Taking BP Medication
Huntsville,City,HIGHCHOL,BPMED,38.9,0.978006931,79,1,National,34.69896927,-86.63870429,High Cholesterol,Taking BP Medication
Huntsville,City,HIGHCHOL,BINGE,38.9,0.978006931,14.1,2,National,34.69896927,-86.63870429,High Cholesterol,Binge Drinking
Huntsville,City,HIGHCHOL,CHOLSCREEN,38.9,0.978006931,76.8,3,National,34.69896927,-86.63870429,High Cholesterol,Cholesterol Screening
Huntsville,City,HIGHCHOL,CSMOKING,38.9,0.978006931,18.5,4,National,34.69896927,-86.63870429,High Cholesterol,Current Smoking
Huntsville,City,HIGHCHOL,SLEEP,38.9,0.978006931,37.8,5,National,34.69896927,-86.63870429,High Cholesterol,Sleep <7 hours
Huntsville,City,KIDNEY,LPA,3,0.967984527,26,1,National,34.69896927,-86.63870429,Chronic Kidney Disease,Physical Inactivity
Huntsville,City,KIDNEY,CSMOKING,3,0.967984527,18.5,2,National,34.69896927,-86.63870429,Chronic Kidney Disease,Current Smoking
Huntsville,City,KIDNEY,SLEEP,3,0.967984527,37.8,3,National,34.69896927,-86.63870429,Chronic Kidney Disease,Sleep <7 hours
Huntsville,City,KIDNEY,CHOLSCREEN,3,0.967984527,76.8,4,National,34.69896927,-86.63870429,Chronic Kidney Disease,Cholesterol Screening
Huntsville,City,KIDNEY,BINGE,3,0.967984527,14.1,5,National,34.69896927,-86.63870429,Chronic Kidney Disease,Binge Drinking
Huntsville,City,MHLTH,CSMOKING,13.3,0.974351843,18.5,1,National,34.69896927,-86.63870429,Mental Health,Current Smoking
Huntsville,City,MHLTH,BPMED,13.3,0.974351843,79,2,National,34.69896927,-86.63870429,Mental Health,Taking BP Medication
Huntsville,City,MHLTH,CHOLSCREEN,13.3,0.974351843,76.8,3,National,34.69896927,-86.63870429,Mental Health,Cholesterol Screening
Huntsville,City,MHLTH,DENTAL,13.3,0.974351843,61.2,4,National,34.69896927,-86.63870429,Mental Health,Dental Visit
Huntsville,City,MHLTH,ACCESS2,13.3,0.974351843,15.3,5,National,34.69896927,-86.63870429,Mental Health,Health Insurance
Huntsville,City,PHLTH,LPA,13.2,0.977795063,26,1,National,34.69896927,-86.63870429,Physical Health,Physical Inactivity
Huntsville,City,PHLTH,BPMED,13.2,0.977795063,79,2,National,34.69896927,-86.63870429,Physical Health,Taking BP Medication
Huntsville,City,PHLTH,COLON_SCREEN,13.2,0.977795063,71.7,3,National,34.69896927,-86.63870429,Physical Health,Colorectal Cancer Screening
Huntsville,City,PHLTH,CSMOKING,13.2,0.977795063,18.5,4,National,34.69896927,-86.63870429,Physical Health,Current Smoking
Huntsville,City,PHLTH,OBESITY,13.2,0.977795063,32.6,5,National,34.69896927,-86.63870429,Physical Health,Obesity
Huntsville,City,STROKE,LPA,3.4,0.948855653,26,1,National,34.69896927,-86.63870429,Stroke,Physical Inactivity
Huntsville,City,STROKE,CSMOKING,3.4,0.948855653,18.5,2,National,34.69896927,-86.63870429,Stroke,Current Smoking
Huntsville,City,STROKE,BINGE,3.4,0.948855653,14.1,3,National,34.69896927,-86.63870429,Stroke,Binge Drinking
Huntsville,City,STROKE,CHOLSCREEN,3.4,0.948855653,76.8,4,National,34.69896927,-86.63870429,Stroke,Cholesterol Screening
Huntsville,City,STROKE,SLEEP,3.4,0.948855653,37.8,5,National,34.69896927,-86.63870429,Stroke,Sleep <7 hours
Huntsville,City,TEETHLOST,LPA,14.2,0.942122411,26,1,National,34.69896927,-86.63870429,Teeth Loss,Physical Inactivity
Huntsville,City,TEETHLOST,CSMOKING,14.2,0.942122411,18.5,2,National,34.69896927,-86.63870429,Teeth Loss,Current Smoking
Huntsville,City,TEETHLOST,CHOLSCREEN,14.2,0.942122411,76.8,3,National,34.69896927,-86.63870429,Teeth Loss,Cholesterol Screening
Huntsville,City,TEETHLOST,MAMMOUSE,14.2,0.942122411,80.2,4,National,34.69896927,-86.63870429,Teeth Loss,Mammography
Huntsville,City,TEETHLOST,BINGE,14.2,0.942122411,14.1,5,National,34.69896927,-86.63870429,Teeth Loss,Binge Drinking
Huntsville,City,ARTHRITIS,BPMED,29.2,0.944676149,79,1,State,34.69896927,-86.63870429,Arthritis,Taking BP Medication
Huntsville,City,ARTHRITIS,BINGE,29.2,0.944676149,14.1,2,State,34.69896927,-86.63870429,Arthritis,Binge Drinking
Huntsville,City,ARTHRITIS,CHOLSCREEN,29.2,0.944676149,76.8,3,State,34.69896927,-86.63870429,Arthritis,Cholesterol Screening
Huntsville,City,ARTHRITIS,CSMOKING,29.2,0.944676149,18.5,4,State,34.69896927,-86.63870429,Arthritis,Current Smoking
Huntsville,City,ARTHRITIS,SLEEP,29.2,0.944676149,37.8,5,State,34.69896927,-86.63870429,Arthritis,Sleep <7 hours
Huntsville,City,BPHIGH,CHECKUP,36.8,0.980782138,69.6,1,State,34.69896927,-86.63870429,High Blood Pressure,Annual Checkup
Huntsville,City,BPHIGH,BINGE,36.8,0.980782138,14.1,2,State,34.69896927,-86.63870429,High Blood Pressure,Binge Drinking
Huntsville,City,BPHIGH,BPMED,36.8,0.980782138,79,3,State,34.69896927,-86.63870429,High Blood Pressure,Taking BP Medication
Huntsville,City,BPHIGH,OBESITY,36.8,0.980782138,32.6,4,State,34.69896927,-86.63870429,High Blood Pressure,Obesity
Huntsville,City,BPHIGH,CHOLSCREEN,36.8,0.980782138,76.8,5,State,34.69896927,-86.63870429,High Blood Pressure,Cholesterol Screening
Huntsville,City,CANCER,BPMED,6.4,0.946091937,79,1,State,34.69896927,-86.63870429,Cancer (except skin),Taking BP Medication
Huntsville,City,CANCER,SLEEP,6.4,0.946091937,37.8,2,State,34.69896927,-86.63870429,Cancer (except skin),Sleep <7 hours
Huntsville,City,CANCER,BINGE,6.4,0.946091937,14.1,3,State,34.69896927,-86.63870429,Cancer (except skin),Binge Drinking
Huntsville,City,CANCER,DENTAL,6.4,0.946091937,61.2,4,State,34.69896927,-86.63870429,Cancer (except skin),Dental Visit
Huntsville,City,CANCER,LPA,6.4,0.946091937,26,5,State,34.69896927,-86.63870429,Cancer (except skin),Physical Inactivity
Huntsville,City,CASTHMA,CSMOKING,9.5,0.984219537,18.5,1,State,34.69896927,-86.63870429,Current Asthma,Current Smoking
Huntsville,City,CASTHMA,CHECKUP,9.5,0.984219537,69.6,2,State,34.69896927,-86.63870429,Current Asthma,Annual Checkup
Huntsville,City,CASTHMA,CHOLSCREEN,9.5,0.984219537,76.8,3,State,34.69896927,-86.63870429,Current Asthma,Cholesterol Screening
Huntsville,City,CASTHMA,SLEEP,9.5,0.984219537,37.8,4,State,34.69896927,-86.63870429,Current Asthma,Sleep <7 hours
Huntsville,City,CASTHMA,DENTAL,9.5,0.984219537,61.2,5,State,34.69896927,-86.63870429,Current Asthma,Dental Visit
Huntsville,City,CHD,LPA,6.7,0.925981649,26,1,State,34.69896927,-86.63870429,Coronary Heart Disease,Physical Inactivity
Huntsville,City,CHD,SLEEP,6.7,0.925981649,37.8,2,State,34.69896927,-86.63870429,Coronary Heart Disease,Sleep <7 hours
Huntsville,City,CHD,BPMED,6.7,0.925981649,79,3,State,34.69896927,-86.63870429,Coronary Heart Disease,Taking BP Medication
Huntsville,City,CHD,BINGE,6.7,0.925981649,14.1,4,State,34.69896927,-86.63870429,Coronary Heart Disease,Binge Drinking
Huntsville,City,CHD,CHOLSCREEN,6.7,0.925981649,76.8,5,State,34.69896927,-86.63870429,Coronary Heart Disease,Cholesterol Screening
Huntsville,City,COPD,CSMOKING,7.6,0.957688064,18.5,1,State,34.69896927,-86.63870429,COPD,Current Smoking
Huntsville,City,COPD,SLEEP,7.6,0.957688064,37.8,2,State,34.69896927,-86.63870429,COPD,Sleep <7 hours
Huntsville,City,COPD,BPMED,7.6,0.957688064,79,3,State,34.69896927,-86.63870429,COPD,Taking BP Medication
Huntsville,City,COPD,BINGE,7.6,0.957688064,14.1,4,State,34.69896927,-86.63870429,COPD,Binge Drinking
Huntsville,City,COPD,LPA,7.6,0.957688064,26,5,State,34.69896927,-86.63870429,COPD,Physical Inactivity
Huntsville,City,DIABETES,CHOLSCREEN,12.2,0.966452298,76.8,1,State,34.69896927,-86.63870429,Diabetes,Cholesterol Screening
Huntsville,City,DIABETES,DENTAL,12.2,0.966452298,61.2,2,State,34.69896927,-86.63870429,Diabetes,Dental Visit
Huntsville,City,DIABETES,LPA,12.2,0.966452298,26,3,State,34.69896927,-86.63870429,Diabetes,Physical Inactivity
Huntsville,City,DIABETES,CSMOKING,12.2,0.966452298,18.5,4,State,34.69896927,-86.63870429,Diabetes,Current Smoking
Huntsville,City,DIABETES,BPMED,12.2,0.966452298,79,5,State,34.69896927,-86.63870429,Diabetes,Taking BP Medication
Huntsville,City,HIGHCHOL,BPMED,38.9,0.978006931,79,1,State,34.69896927,-86.63870429,High Cholesterol,Taking BP Medication
Huntsville,City,HIGHCHOL,BINGE,38.9,0.978006931,14.1,2,State,34.69896927,-86.63870429,High Cholesterol,Binge Drinking
