Region,Level,Outcome,Prevention,Outcome Prevalence,Prevention Prevalence,Prevention Rank,Prevention Score,Prediction Accuracy
Simi Valley,City,HIGHCHOL,CHECKUP,31.9,64.7,2,0,0.930340498
Simi Valley,City,HIGHCHOL,LPA,31.9,17.4,3,0,0.930340498
Simi Valley,City,HIGHCHOL,CHOLSCREEN,31.9,78.6,4,0,0.930340498
Simi Valley,City,HIGHCHOL,ACCESS2,31.9,8.8,5,0,0.930340498
Simi Valley,City,KIDNEY,BPMED,2.3,69.9,1,0,0.885832629
Simi Valley,City,KIDNEY,DENTAL,2.3,72.6,2,0,0.885832629
Simi Valley,City,KIDNEY,CHOLSCREEN,2.3,78.6,3,0,0.885832629
Simi Valley,City,KIDNEY,LPA,2.3,17.4,4,0,0.885832629
Simi Valley,City,KIDNEY,CHECKUP,2.3,64.7,5,0,0.885832629
Simi Valley,City,MHLTH,CSMOKING,10.9,13,1,0,0.87986488
Simi Valley,City,MHLTH,MAMMOUSE,10.9,80,2,0,0.87986488
Simi Valley,City,MHLTH,CHECKUP,10.9,64.7,3,0,0.87986488
Simi Valley,City,MHLTH,LPA,10.9,17.4,4,0,0.87986488
Simi Valley,City,MHLTH,CHOLSCREEN,10.9,78.6,5,0,0.87986488
Simi Valley,City,PHLTH,LPA,10.1,17.4,1,0,0.92794472
Simi Valley,City,PHLTH,CHOLSCREEN,10.1,78.6,2,0,0.92794472
Simi Valley,City,PHLTH,DENTAL,10.1,72.6,3,0,0.92794472
Simi Valley,City,PHLTH,CSMOKING,10.1,13,4,0,0.92794472
Simi Valley,City,PHLTH,CHECKUP,10.1,64.7,5,0,0.92794472
Simi Valley,City,STROKE,BPMED,2.2,69.9,1,0,0.867507992
Simi Valley,City,STROKE,DENTAL,2.2,72.6,2,0,0.867507992
Simi Valley,City,STROKE,CHOLSCREEN,2.2,78.6,3,0,0.867507992
Simi Valley,City,STROKE,OBESITY,2.2,23.1,4,0,0.867507992
Simi Valley,City,STROKE,ACCESS2,2.2,8.8,5,0,0.867507992
Simi Valley,City,TEETHLOST,CSMOKING,8.6,13,1,0,0.907248555
Simi Valley,City,TEETHLOST,DENTAL,8.6,72.6,2,0,0.907248555
Simi Valley,City,TEETHLOST,LPA,8.6,17.4,3,0,0.907248555
Simi Valley,City,TEETHLOST,MAMMOUSE,8.6,80,4,0,0.907248555
Simi Valley,City,TEETHLOST,SLEEP,8.6,33.8,5,0,0.907248555
South Gate,City,ARTHRITIS,BPMED,16.2,63,1,0,0.886738565
South Gate,City,ARTHRITIS,BINGE,16.2,16.5,2,0,0.886738565
South Gate,City,ARTHRITIS,CSMOKING,16.2,15,3,0,0.886738565
South Gate,City,ARTHRITIS,SLEEP,16.2,37.8,4,0,0.886738565
South Gate,City,ARTHRITIS,ACCESS2,16.2,27.8,5,0,0.886738565
South Gate,City,BPHIGH,BPMED,25.6,63,1,0,0.935843565
South Gate,City,BPHIGH,OBESITY,25.6,30.5,2,0,0.935843565
South Gate,City,BPHIGH,BINGE,25.6,16.5,3,0,0.935843565
South Gate,City,BPHIGH,CHECKUP,25.6,61.4,4,0,0.935843565
South Gate,City,BPHIGH,DENTAL,25.6,49.6,5,0,0.935843565
South Gate,City,CANCER,CHOLSCREEN,3.7,65.7,1,0,0.831713566
South Gate,City,CANCER,BPMED,3.7,63,2,0,0.831713566
South Gate,City,CANCER,MAMMOUSE,3.7,78.9,3,0,0.831713566
South Gate,City,CANCER,SLEEP,3.7,37.8,4,0,0.831713566
South Gate,City,CANCER,COLON_SCREEN,3.7,52.9,5,0,0.831713566
South Gate,City,CASTHMA,SLEEP,8.7,37.8,1,0,0.868594269
South Gate,City,CASTHMA,CSMOKING,8.7,15,2,0,0.868594269
South Gate,City,CASTHMA,COLON_SCREEN,8.7,52.9,3,0,0.868594269
South Gate,City,CASTHMA,COREW,8.7,25.9,4,0,0.868594269
South Gate,City,CASTHMA,OBESITY,8.7,30.5,5,0,0.868594269
South Gate,City,CHD,BPMED,5,63,1,0,0.840727351
South Gate,City,CHD,DENTAL,5,49.6,2,0,0.840727351
South Gate,City,CHD,SLEEP,5,37.8,3,0,0.840727351
South Gate,City,CHD,LPA,5,28.1,4,0,0.840727351
South Gate,City,CHD,ACCESS2,5,27.8,5,0,0.840727351
South Gate,City,COPD,CHOLSCREEN,5.3,65.7,1,0,0.901400731
South Gate,City,COPD,DENTAL,5.3,49.6,2,0,0.901400731
South Gate,City,COPD,CSMOKING,5.3,15,3,0,0.901400731
South Gate,City,COPD,LPA,5.3,28.1,4,0,0.901400731
South Gate,City,COPD,ACCESS2,5.3,27.8,5,0,0.901400731
South Gate,City,DIABETES,BPMED,11.6,63,1,0,0.934231335
South Gate,City,DIABETES,DENTAL,11.6,49.6,2,0,0.934231335
South Gate,City,DIABETES,CHOLSCREEN,11.6,65.7,3,0,0.934231335
South Gate,City,DIABETES,LPA,11.6,28.1,4,0,0.934231335
South Gate,City,DIABETES,CSMOKING,11.6,15,5,0,0.934231335
South Gate,City,HIGHCHOL,BPMED,33.4,63,1,0,0.930340498
South Gate,City,HIGHCHOL,CHECKUP,33.4,61.4,2,0,0.930340498
South Gate,City,HIGHCHOL,LPA,33.4,28.1,3,0,0.930340498
South Gate,City,HIGHCHOL,CHOLSCREEN,33.4,65.7,4,0,0.930340498
South Gate,City,HIGHCHOL,ACCESS2,33.4,27.8,5,0,0.930340498
South Gate,City,KIDNEY,BPMED,3.2,63,1,0,0.885832629
South Gate,City,KIDNEY,DENTAL,3.2,49.6,2,0,0.885832629
South Gate,City,KIDNEY,CHOLSCREEN,3.2,65.7,3,0,0.885832629
South Gate,City,KIDNEY,LPA,3.2,28.1,4,0,0.885832629
South Gate,City,KIDNEY,CHECKUP,3.2,61.4,5,0,0.885832629
South Gate,City,MHLTH,CSMOKING,14.8,15,1,0,0.87986488
South Gate,City,MHLTH,MAMMOUSE,14.8,78.9,2,0,0.87986488
South Gate,City,MHLTH,CHECKUP,14.8,61.4,3,0,0.87986488
South Gate,City,MHLTH,LPA,14.8,28.1,4,0,0.87986488
South Gate,City,MHLTH,CHOLSCREEN,14.8,65.7,5,0,0.87986488
South Gate,City,PHLTH,LPA,15.3,28.1,1,0,0.92794472
South Gate,City,PHLTH,CHOLSCREEN,15.3,65.7,2,0,0.92794472
South Gate,City,PHLTH,DENTAL,15.3,49.6,3,0,0.92794472
South Gate,City,PHLTH,CSMOKING,15.3,15,4,0,0.92794472
South Gate,City,PHLTH,CHECKUP,15.3,61.4,5,0,0.92794472
South Gate,City,STROKE,BPMED,2.7,63,1,0,0.867507992
South Gate,City,STROKE,DENTAL,2.7,49.6,2,0,0.867507992
South Gate,City,STROKE,CHOLSCREEN,2.7,65.7,3,0,0.867507992
South Gate,City,STROKE,OBESITY,2.7,30.5,4,0,0.867507992
South Gate,City,STROKE,ACCESS2,2.7,27.8,5,0,0.867507992
South Gate,City,TEETHLOST,CSMOKING,14.3,15,1,0,0.907248555
South Gate,City,TEETHLOST,DENTAL,14.3,49.6,2,0,0.907248555
South Gate,City,TEETHLOST,LPA,14.3,28.1,3,0,0.907248555
South Gate,City,TEETHLOST,MAMMOUSE,14.3,78.9,4,0,0.907248555
South Gate,City,TEETHLOST,SLEEP,14.3,37.8,5,0,0.907248555
Stockton,City,ARTHRITIS,BPMED,20.6,69.8,1,0,0.886738565
Stockton,City,ARTHRITIS,BINGE,20.6,15.6,2,0,0.886738565
Stockton,City,ARTHRITIS,CSMOKING,20.6,16.3,3,0,0.886738565
Stockton,City,ARTHRITIS,SLEEP,20.6,37.6,4,0,0.886738565
Stockton,City,ARTHRITIS,ACCESS2,20.6,17.5,5,0,0.886738565
Stockton,City,BPHIGH,BPMED,30.6,69.8,1,0,0.935843565
Stockton,City,BPHIGH,OBESITY,30.6,30.5,2,0,0.935843565
Stockton,City,BPHIGH,BINGE,30.6,15.6,3,0,0.935843565
Stockton,City,BPHIGH,CHECKUP,30.6,62.7,4,0,0.935843565
Stockton,City,BPHIGH,DENTAL,30.6,56.1,5,0,0.935843565
Stockton,City,CANCER,CHOLSCREEN,4.9,68.2,1,0,0.831713566
Stockton,City,CANCER,BPMED,4.9,69.8,2,0,0.831713566
Stockton,City,CANCER,MAMMOUSE,4.9,80.9,3,0,0.831713566
Stockton,City,CANCER,SLEEP,4.9,37.6,4,0,0.831713566
Stockton,City,CANCER,COLON_SCREEN,4.9,61.6,5,0,0.831713566
Stockton,City,CASTHMA,SLEEP,9.5,37.6,1,0,0.868594269
Stockton,City,CASTHMA,CSMOKING,9.5,16.3,2,0,0.868594269
Stockton,City,CASTHMA,COLON_SCREEN,9.5,61.6,3,0,0.868594269
Stockton,City,CASTHMA,COREW,9.5,27,4,0,0.868594269
Stockton,City,CASTHMA,OBESITY,9.5,30.5,5,0,0.868594269
Stockton,City,CHD,BPMED,6.1,69.8,1,0,0.840727351
Stockton,City,CHD,DENTAL,6.1,56.1,2,0,0.840727351
Stockton,City,CHD,SLEEP,6.1,37.6,3,0,0.840727351
Stockton,City,CHD,LPA,6.1,27.8,4,0,0.840727351
Stockton,City,CHD,ACCESS2,6.1,17.5,5,0,0.840727351
Stockton,City,COPD,CHOLSCREEN,6.5,68.2,1,0,0.901400731
Stockton,City,COPD,DENTAL,6.5,56.1,2,0,0.901400731
Stockton,City,COPD,CSMOKING,6.5,16.3,3,0,0.901400731
Stockton,City,COPD,LPA,6.5,27.8,4,0,0.901400731
Stockton,City,COPD,ACCESS2,6.5,17.5,5,0,0.901400731
Stockton,City,DIABETES,BPMED,11.9,69.8,1,0,0.934231335
Stockton,City,DIABETES,DENTAL,11.9,56.1,2,0,0.934231335
Stockton,City,DIABETES,CHOLSCREEN,11.9,68.2,3,0,0.934231335
Stockton,City,DIABETES,LPA,11.9,27.8,4,0,0.934231335
Stockton,City,DIABETES,CSMOKING,11.9,16.3,5,0,0.934231335
Stockton,City,HIGHCHOL,BPMED,35.1,69.8,1,0,0.930340498
Stockton,City,HIGHCHOL,CHECKUP,35.1,62.7,2,0,0.930340498
Stockton,City,HIGHCHOL,LPA,35.1,27.8,3,0,0.930340498
Stockton,City,HIGHCHOL,CHOLSCREEN,35.1,68.2,4,0,0.930340498
Stockton,City,HIGHCHOL,ACCESS2,35.1,17.5,5,0,0.930340498
Stockton,City,KIDNEY,BPMED,3.3,69.8,1,0,0.885832629
Stockton,City,KIDNEY,DENTAL,3.3,56.1,2,0,0.885832629
Stockton,City,KIDNEY,CHOLSCREEN,3.3,68.2,3,0,0.885832629
Stockton,City,KIDNEY,LPA,3.3,27.8,4,0,0.885832629
Stockton,City,KIDNEY,CHECKUP,3.3,62.7,5,0,0.885832629
Stockton,City,MHLTH,CSMOKING,14.4,16.3,1,0,0.87986488
Stockton,City,MHLTH,MAMMOUSE,14.4,80.9,2,0,0.87986488
Stockton,City,MHLTH,CHECKUP,14.4,62.7,3,0,0.87986488
Stockton,City,MHLTH,LPA,14.4,27.8,4,0,0.87986488
Stockton,City,MHLTH,CHOLSCREEN,14.4,68.2,5,0,0.87986488
Stockton,City,PHLTH,LPA,14.4,27.8,1,0,0.92794472
Stockton,City,PHLTH,CHOLSCREEN,14.4,68.2,2,0,0.92794472
Stockton,City,PHLTH,DENTAL,14.4,56.1,3,0,0.92794472
Stockton,City,PHLTH,CSMOKING,14.4,16.3,4,0,0.92794472
Stockton,City,PHLTH,CHECKUP,14.4,62.7,5,0,0.92794472
Stockton,City,STROKE,BPMED,3.4,69.8,1,0,0.867507992
Stockton,City,STROKE,DENTAL,3.4,56.1,2,0,0.867507992
Stockton,City,STROKE,CHOLSCREEN,3.4,68.2,3,0,0.867507992
Stockton,City,STROKE,OBESITY,3.4,30.5,4,0,0.867507992
Stockton,City,STROKE,ACCESS2,3.4,17.5,5,0,0.867507992
Stockton,City,TEETHLOST,CSMOKING,17.8,16.3,1,0,0.907248555
Stockton,City,TEETHLOST,DENTAL,17.8,56.1,2,0,0.907248555
Stockton,City,TEETHLOST,LPA,17.8,27.8,3,0,0.907248555
Stockton,City,TEETHLOST,MAMMOUSE,17.8,80.9,4,0,0.907248555
Stockton,City,TEETHLOST,SLEEP,17.8,37.6,5,0,0.907248555
Sunnyvale,City,ARTHRITIS,BPMED,14,67.3,1,0,0.886738565
Sunnyvale,City,ARTHRITIS,BINGE,14,15.1,2,0,0.886738565
Sunnyvale,City,ARTHRITIS,CSMOKING,14,9,3,0,0.886738565
Sunnyvale,City,ARTHRITIS,SLEEP,14,31.1,4,0,0.886738565
Sunnyvale,City,ARTHRITIS,ACCESS2,14,7.8,5,0,0.886738565
Sunnyvale,City,BPHIGH,BPMED,21.1,67.3,1,0,0.935843565
Sunnyvale,City,BPHIGH,OBESITY,21.1,17.3,2,0,0.935843565
Sunnyvale,City,BPHIGH,BINGE,21.1,15.1,3,0,0.935843565
Sunnyvale,City,BPHIGH,CHECKUP,21.1,64.6,4,0,0.935843565
Sunnyvale,City,BPHIGH,DENTAL,21.1,74.9,5,0,0.935843565
Sunnyvale,City,CANCER,CHOLSCREEN,5.2,78.6,1,0,0.831713566
Sunnyvale,City,CANCER,BPMED,5.2,67.3,2,0,0.831713566
Sunnyvale,City,CANCER,MAMMOUSE,5.2,80.3,3,0,0.831713566
Sunnyvale,City,CANCER,SLEEP,5.2,31.1,4,0,0.831713566
Sunnyvale,City,CANCER,COLON_SCREEN,5.2,73.4,5,0,0.831713566
Sunnyvale,City,CASTHMA,SLEEP,7,31.1,1,0,0.868594269
Sunnyvale,City,CASTHMA,CSMOKING,7,9,2,0,0.868594269
Sunnyvale,City,CASTHMA,COLON_SCREEN,7,73.4,3,0,0.868594269
Sunnyvale,City,CASTHMA,COREW,7,37,4,0,0.868594269
Sunnyvale,City,CASTHMA,OBESITY,7,17.3,5,0,0.868594269
Sunnyvale,City,CHD,BPMED,3.7,67.3,1,0,0.840727351
Sunnyvale,City,CHD,DENTAL,3.7,74.9,2,0,0.840727351
Sunnyvale,City,CHD,SLEEP,3.7,31.1,3,0,0.840727351
Sunnyvale,City,CHD,LPA,3.7,16.6,4,0,0.840727351
Sunnyvale,City,CHD,ACCESS2,3.7,7.8,5,0,0.840727351
Sunnyvale,City,COPD,CHOLSCREEN,3.2,78.6,1,0,0.901400731
Sunnyvale,City,COPD,DENTAL,3.2,74.9,2,0,0.901400731
Sunnyvale,City,COPD,CSMOKING,3.2,9,3,0,0.901400731
Sunnyvale,City,COPD,LPA,3.2,16.6,4,0,0.901400731
Sunnyvale,City,COPD,ACCESS2,3.2,7.8,5,0,0.901400731
Sunnyvale,City,DIABETES,BPMED,7.3,67.3,1,0,0.934231335
Sunnyvale,City,DIABETES,DENTAL,7.3,74.9,2,0,0.934231335
Sunnyvale,City,DIABETES,CHOLSCREEN,7.3,78.6,3,0,0.934231335
Sunnyvale,City,DIABETES,LPA,7.3,16.6,4,0,0.934231335
Sunnyvale,City,DIABETES,CSMOKING,7.3,9,5,0,0.934231335
Sunnyvale,City,HIGHCHOL,BPMED,28.6,67.3,1,0,0.930340498
Sunnyvale,City,HIGHCHOL,CHECKUP,28.6,64.6,2,0,0.930340498
Sunnyvale,City,HIGHCHOL,LPA,28.6,16.6,3,0,0.930340498
Sunnyvale,City,HIGHCHOL,CHOLSCREEN,28.6,78.6,4,0,0.930340498
Sunnyvale,City,HIGHCHOL,ACCESS2,28.6,7.8,5,0,0.930340498
Sunnyvale,City,KIDNEY,BPMED,2,67.3,1,0,0.885832629
Sunnyvale,City,KIDNEY,DENTAL,2,74.9,2,0,0.885832629
Sunnyvale,City,KIDNEY,CHOLSCREEN,2,78.6,3,0,0.885832629
Sunnyvale,City,KIDNEY,LPA,2,16.6,4,0,0.885832629
Sunnyvale,City,KIDNEY,CHECKUP,2,64.6,5,0,0.885832629
Sunnyvale,City,MHLTH,CSMOKING,8.2,9,1,0,0.87986488
Sunnyvale,City,MHLTH,MAMMOUSE,8.2,80.3,2,0,0.87986488
Sunnyvale,City,MHLTH,CHECKUP,8.2,64.6,3,0,0.87986488
Sunnyvale,City,MHLTH,LPA,8.2,16.6,4,0,0.87986488
Sunnyvale,City,MHLTH,CHOLSCREEN,8.2,78.6,5,0,0.87986488
Sunnyvale,City,PHLTH,LPA,7.6,16.6,1,0,0.92794472
Sunnyvale,City,PHLTH,CHOLSCREEN,7.6,78.6,2,0,0.92794472
Sunnyvale,City,PHLTH,DENTAL,7.6,74.9,3,0,0.92794472
Sunnyvale,City,PHLTH,CSMOKING,7.6,9,4,0,0.92794472
Sunnyvale,City,PHLTH,CHECKUP,7.6,64.6,5,0,0.92794472
Sunnyvale,City,STROKE,BPMED,1.7,67.3,1,0,0.867507992
Sunnyvale,City,STROKE,DENTAL,1.7,74.9,2,0,0.867507992
Sunnyvale,City,STROKE,CHOLSCREEN,1.7,78.6,3,0,0.867507992
Sunnyvale,City,STROKE,OBESITY,1.7,17.3,4,0,0.867507992
Sunnyvale,City,STROKE,ACCESS2,1.7,7.8,5,0,0.867507992
Sunnyvale,City,TEETHLOST,CSMOKING,6.2,9,1,0,0.907248555
Sunnyvale,City,TEETHLOST,DENTAL,6.2,74.9,2,0,0.907248555
Sunnyvale,City,TEETHLOST,LPA,6.2,16.6,3,0,0.907248555
Sunnyvale,City,TEETHLOST,MAMMOUSE,6.2,80.3,4,0,0.907248555
Sunnyvale,City,TEETHLOST,SLEEP,6.2,31.1,5,0,0.907248555
Temecula,City,ARTHRITIS,BPMED,17.6,66,1,0,0.886738565
Temecula,City,ARTHRITIS,BINGE,17.6,21,2,0,0.886738565
Temecula,City,ARTHRITIS,CSMOKING,17.6,13.5,3,0,0.886738565
Temecula,City,ARTHRITIS,SLEEP,17.6,37.1,4,0,0.886738565
Temecula,City,ARTHRITIS,ACCESS2,17.6,9.2,5,0,0.886738565
Temecula,City,BPHIGH,BPMED,24.8,66,1,0,0.935843565
Temecula,City,BPHIGH,OBESITY,24.8,25,2,0,0.935843565
Temecula,City,BPHIGH,BINGE,24.8,21,3,0,0.935843565
Temecula,City,BPHIGH,CHECKUP,24.8,65.1,4,0,0.935843565
Temecula,City,BPHIGH,DENTAL,24.8,71.3,5,0,0.935843565
Temecula,City,CANCER,CHOLSCREEN,5.2,76.3,1,0,0.831713566
Temecula,City,CANCER,BPMED,5.2,66,2,0,0.831713566
Temecula,City,CANCER,MAMMOUSE,5.2,81.2,3,0,0.831713566
Temecula,City,CANCER,SLEEP,5.2,37.1,4,0,0.831713566
Temecula,City,CANCER,COLON_SCREEN,5.2,70.9,5,0,0.831713566
Temecula,City,CASTHMA,SLEEP,8.3,37.1,1,0,0.868594269
Temecula,City,CASTHMA,CSMOKING,8.3,13.5,2,0,0.868594269
Temecula,City,CASTHMA,COLON_SCREEN,8.3,70.9,3,0,0.868594269
Temecula,City,CASTHMA,COREW,8.3,36.6,4,0,0.868594269
Temecula,City,CASTHMA,OBESITY,8.3,25,5,0,0.868594269
Temecula,City,CHD,BPMED,4.2,66,1,0,0.840727351
Temecula,City,CHD,DENTAL,4.2,71.3,2,0,0.840727351
Temecula,City,CHD,SLEEP,4.2,37.1,3,0,0.840727351
Temecula,City,CHD,LPA,4.2,17.5,4,0,0.840727351
Temecula,City,CHD,ACCESS2,4.2,9.2,5,0,0.840727351
Temecula,City,COPD,CHOLSCREEN,4.4,76.3,1,0,0.901400731
Temecula,City,COPD,DENTAL,4.4,71.3,2,0,0.901400731
Temecula,City,COPD,CSMOKING,4.4,13.5,3,0,0.901400731
Temecula,City,COPD,LPA,4.4,17.5,4,0,0.901400731
Temecula,City,COPD,ACCESS2,4.4,9.2,5,0,0.901400731
Temecula,City,DIABETES,BPMED,7.4,66,1,0,0.934231335
Temecula,City,DIABETES,DENTAL,7.4,71.3,2,0,0.934231335
Temecula,City,DIABETES,CHOLSCREEN,7.4,76.3,3,0,0.934231335
Temecula,City,DIABETES,LPA,7.4,17.5,4,0,0.934231335
Temecula,City,DIABETES,CSMOKING,7.4,13.5,5,0,0.934231335
Temecula,City,HIGHCHOL,BPMED,30.5,66,1,0,0.930340498
Temecula,City,HIGHCHOL,CHECKUP,30.5,65.1,2,0,0.930340498
Temecula,City,HIGHCHOL,LPA,30.5,17.5,3,0,0.930340498
Temecula,City,HIGHCHOL,CHOLSCREEN,30.5,76.3,4,0,0.930340498
Temecula,City,HIGHCHOL,ACCESS2,30.5,9.2,5,0,0.930340498
Temecula,City,KIDNEY,BPMED,2.2,66,1,0,0.885832629
Temecula,City,KIDNEY,DENTAL,2.2,71.3,2,0,0.885832629
Temecula,City,KIDNEY,CHOLSCREEN,2.2,76.3,3,0,0.885832629
Temecula,City,KIDNEY,LPA,2.2,17.5,4,0,0.885832629
Temecula,City,KIDNEY,CHECKUP,2.2,65.1,5,0,0.885832629
Temecula,City,MHLTH,CSMOKING,11.1,13.5,1,0,0.87986488
Temecula,City,MHLTH,MAMMOUSE,11.1,81.2,2,0,0.87986488
Temecula,City,MHLTH,CHECKUP,11.1,65.1,3,0,0.87986488
Temecula,City,MHLTH,LPA,11.1,17.5,4,0,0.87986488
Temecula,City,MHLTH,CHOLSCREEN,11.1,76.3,5,0,0.87986488
Temecula,City,PHLTH,LPA,9.9,17.5,1,0,0.92794472
Temecula,City,PHLTH,CHOLSCREEN,9.9,76.3,2,0,0.92794472
Temecula,City,PHLTH,DENTAL,9.9,71.3,3,0,0.92794472
Temecula,City,PHLTH,CSMOKING,9.9,13.5,4,0,0.92794472
Temecula,City,PHLTH,CHECKUP,9.9,65.1,5,0,0.92794472
Temecula,City,STROKE,BPMED,2,66,1,0,0.867507992
Temecula,City,STROKE,DENTAL,2,71.3,2,0,0.867507992
Temecula,City,STROKE,CHOLSCREEN,2,76.3,3,0,0.867507992
Temecula,City,STROKE,OBESITY,2,25,4,0,0.867507992
Temecula,City,STROKE,ACCESS2,2,9.2,5,0,0.867507992
Temecula,City,TEETHLOST,CSMOKING,8.9,13.5,1,0,0.907248555
Temecula,City,TEETHLOST,DENTAL,8.9,71.3,2,0,0.907248555
Temecula,City,TEETHLOST,LPA,8.9,17.5,3,0,0.907248555
Temecula,City,TEETHLOST,MAMMOUSE,8.9,81.2,4,0,0.907248555
Temecula,City,TEETHLOST,SLEEP,8.9,37.1,5,0,0.907248555
Thousand Oaks,City,ARTHRITIS,BPMED,20.3,73,1,0,0.886738565
Thousand Oaks,City,ARTHRITIS,BINGE,20.3,18.3,2,0,0.886738565
Thousand Oaks,City,ARTHRITIS,CSMOKING,20.3,11,3,0,0.886738565
Thousand Oaks,City,ARTHRITIS,SLEEP,20.3,31.8,4,0,0.886738565
Thousand Oaks,City,ARTHRITIS,ACCESS2,20.3,7.3,5,0,0.886738565
Thousand Oaks,City,BPHIGH,BPMED,27.4,73,1,0,0.935843565
Thousand Oaks,City,BPHIGH,OBESITY,27.4,21.9,2,0,0.935843565
Thousand Oaks,City,BPHIGH,BINGE,27.4,18.3,3,0,0.935843565
Thousand Oaks,City,BPHIGH,CHECKUP,27.4,66.9,4,0,0.935843565
Thousand Oaks,City,BPHIGH,DENTAL,27.4,75.7,5,0,0.935843565
Thousand Oaks,City,CANCER,CHOLSCREEN,7.1,81.8,1,0,0.831713566
Thousand Oaks,City,CANCER,BPMED,7.1,73,2,0,0.831713566
Thousand Oaks,City,CANCER,MAMMOUSE,7.1,80.6,3,0,0.831713566
Thousand Oaks,City,CANCER,SLEEP,7.1,31.8,4,0,0.831713566
Thousand Oaks,City,CANCER,COLON_SCREEN,7.1,75.3,5,0,0.831713566
Thousand Oaks,City,CASTHMA,SLEEP,8.1,31.8,1,0,0.868594269
Thousand Oaks,City,CASTHMA,CSMOKING,8.1,11,2,0,0.868594269
Thousand Oaks,City,CASTHMA,COLON_SCREEN,8.1,75.3,3,0,0.868594269
Thousand Oaks,City,CASTHMA,COREW,8.1,38.2,4,0,0.868594269
Thousand Oaks,City,CASTHMA,OBESITY,8.1,21.9,5,0,0.868594269
Thousand Oaks,City,CHD,BPMED,5.2,73,1,0,0.840727351
Thousand Oaks,City,CHD,DENTAL,5.2,75.7,2,0,0.840727351
Thousand Oaks,City,CHD,SLEEP,5.2,31.8,3,0,0.840727351
Thousand Oaks,City,CHD,LPA,5.2,16,4,0,0.840727351
Thousand Oaks,City,CHD,ACCESS2,5.2,7.3,5,0,0.840727351
Thousand Oaks,City,COPD,CHOLSCREEN,4.9,81.8,1,0,0.901400731
Thousand Oaks,City,COPD,DENTAL,4.9,75.7,2,0,0.901400731
Thousand Oaks,City,COPD,CSMOKING,4.9,11,3,0,0.901400731
Thousand Oaks,City,COPD,LPA,4.9,16,4,0,0.901400731
Thousand Oaks,City,COPD,ACCESS2,4.9,7.3,5,0,0.901400731
Thousand Oaks,City,DIABETES,BPMED,8.1,73,1,0,0.934231335
Thousand Oaks,City,DIABETES,DENTAL,8.1,75.7,2,0,0.934231335
Thousand Oaks,City,DIABETES,CHOLSCREEN,8.1,81.8,3,0,0.934231335
Thousand Oaks,City,DIABETES,LPA,8.1,16,4,0,0.934231335
Thousand Oaks,City,DIABETES,CSMOKING,8.1,11,5,0,0.934231335
Thousand Oaks,City,HIGHCHOL,BPMED,33.3,73,1,0,0.930340498
Thousand Oaks,City,HIGHCHOL,CHECKUP,33.3,66.9,2,0,0.930340498
Thousand Oaks,City,HIGHCHOL,LPA,33.3,16,3,0,0.930340498
Thousand Oaks,City,HIGHCHOL,CHOLSCREEN,33.3,81.8,4,0,0.930340498
Thousand Oaks,City,HIGHCHOL,ACCESS2,33.3,7.3,5,0,0.930340498
Thousand Oaks,City,KIDNEY,BPMED,2.5,73,1,0,0.885832629
Thousand Oaks,City,KIDNEY,DENTAL,2.5,75.7,2,0,0.885832629
Thousand Oaks,City,KIDNEY,CHOLSCREEN,2.5,81.8,3,0,0.885832629
Thousand Oaks,City,KIDNEY,LPA,2.5,16,4,0,0.885832629
Thousand Oaks,City,KIDNEY,CHECKUP,2.5,66.9,5,0,0.885832629
Thousand Oaks,City,MHLTH,CSMOKING,9.8,11,1,0,0.87986488
Thousand Oaks,City,MHLTH,MAMMOUSE,9.8,80.6,2,0,0.87986488
Thousand Oaks,City,MHLTH,CHECKUP,9.8,66.9,3,0,0.87986488
Thousand Oaks,City,MHLTH,LPA,9.8,16,4,0,0.87986488
Thousand Oaks,City,MHLTH,CHOLSCREEN,9.8,81.8,5,0,0.87986488
Thousand Oaks,City,PHLTH,LPA,9.7,16,1,0,0.92794472
Thousand Oaks,City,PHLTH,CHOLSCREEN,9.7,81.8,2,0,0.92794472
Thousand Oaks,City,PHLTH,DENTAL,9.7,75.7,3,0,0.92794472
Thousand Oaks,City,PHLTH,CSMOKING,9.7,11,4,0,0.92794472
Thousand Oaks,City,PHLTH,CHECKUP,9.7,66.9,5,0,0.92794472
Thousand Oaks,City,STROKE,BPMED,2.4,73,1,0,0.867507992
Thousand Oaks,City,STROKE,DENTAL,2.4,75.7,2,0,0.867507992
Thousand Oaks,City,STROKE,CHOLSCREEN,2.4,81.8,3,0,0.867507992
Thousand Oaks,City,STROKE,OBESITY,2.4,21.9,4,0,0.867507992
Thousand Oaks,City,STROKE,ACCESS2,2.4,7.3,5,0,0.867507992
Thousand Oaks,City,TEETHLOST,CSMOKING,7.4,11,1,0,0.907248555
Thousand Oaks,City,TEETHLOST,DENTAL,7.4,75.7,2,0,0.907248555
Thousand Oaks,City,TEETHLOST,LPA,7.4,16,3,0,0.907248555
Thousand Oaks,City,TEETHLOST,MAMMOUSE,7.4,80.6,4,0,0.907248555
Thousand Oaks,City,TEETHLOST,SLEEP,7.4,31.8,5,0,0.907248555
Torrance,City,ARTHRITIS,BPMED,17.8,72.2,1,0,0.886738565
Torrance,City,ARTHRITIS,BINGE,17.8,15.8,2,0,0.886738565
Torrance,City,ARTHRITIS,CSMOKING,17.8,9.7,3,0,0.886738565
